"label","title","year","author","doi"
"retracted_fuzzy","development of the kyrgyz republic: an input-output analysis across three development phases","2024","Almaz Kadyraliev;Bakhtyiar Bakas uulu;Meerim Makeeva;Bermer Osmonova;Angela Mottaeva","10.1051/bioconf/202413804024"
"retracted_fuzzy","extracts and artemisinin-based antimalarials covid-19 management: could these be effective antivirals for covid-19 treatment?","2022","Pawan K Agrawal;Chandan Agrawal;Gerald Blunden","10.3390/molecules27123828"
"retracted_fuzzy","cotraining algorithm based weighted principal component analysis and improved density peak clustering","2022","Tao Wang","10.1155/2022/8353697"
"retracted_fuzzy","decreased activities of daily in patients with moyamoya disease after development and assessment of a new predictive nomogram","2021","Yani Zhao;Dongliang Yang;Gang Li;Peng Zhao;Xiaorong Luan;Haiyan Li","10.1155/2021/6624245"
"retracted_fuzzy","a curve reconstruction to high-speed cam on printing press","2010","Fang Rui-Ming;Chen Hong","10.1109/ICCASM.2010.5620809"
"retracted_fuzzy","association of aldosterone synthase (cyp11b2) gene polymorphism with nephropathy and progression of iga nephropathy.","2014","Wei qiang Zhong;Zhong liang Huang;Yong Wu;Zong pei Jiang;Tian Biao Zhou","10.1177/1470320314524011"
"retracted_fuzzy","safety limitations of liver transplantation can be extended to 40%: experience of a single centre in","2016","Zhiyong Yu;Zhongquan Sun;Songfeng Yu;Lin Zhang;Xiaowen Feng;Mangli Zhang;Xiao Xu;Jian Wu;Jun Yu;Min Zhang;Yan Shen;Weilin Wang;Haiyang Xie;Lin Zhou;Zhenhua Tu;Sheng Yan;Shu Sen Zheng","10.1111/liv.13244"
"retracted_fuzzy","a novel variable pseudonym scheme for preserving privacy user location in 5g","2022","Mamoon M. Saeed;Rashid A. Saeed;Rania A. Mokhtar;Hesham Alhumyani;Elmustafa Sayed Ali","10.1155/2022/7487600"
"retracted_fuzzy","enhanced sintering performance ceramic composites fabricated by powder metallurgy","2023","K D Bopanna;C S L Vijaya Durga;Harjeet Singh;Nisha Gupta;A Al-Saady Fouad;Ginni Nijhawan","10.1051/e3sconf/202343001126"
"retracted_fuzzy","analysis of risk factors related to the re-fracture of adjacent body pkp","2021","Shen Yun Fang;Ji Lin Dai;Ji Kang Min;Wei Li Zhang","10.1186/s40001-021-00592-w"
"retracted_fuzzy","clinical and functional impairment after nonoperative treatment distal biceps ruptures","2018","Christopher C Schmidt;Brandon T Brown;Daniel L Schmidt;Michael P Smolinski;Thomas Kotsonis;Kenneth J Faber;Kraig S Graham;Tyler J Madonna;Patrick J Smolinski;Mark Carl Miller","10.1016/j.jse.2018.09.017"
"retracted_fuzzy","probe into the industrial injury insurance and accident prevention mechanism","2011","Liang Kaiwu;Cai Zhiyong","10.1109/ICEMMS.2011.6015685"
"retracted_fuzzy","the construction and realization of the nips based on the cloud security","2009","Tiejun Jia;Xiaogang Wang","10.1109/ICISE.2009.1192"
"retracted_fuzzy","can consumption of anthocyanin-rich tomatoes the risk of cardiovascular disease?","2014","Sebastian Achterfeldt;Cathie Martin;Paul Kroon","10.1096/fasebj.28.1_supplement.829.18"
"retracted_fuzzy","a new eye-safe lidar design for studying atmospheric aerosol","2009","Nianwen Cao;Xiaobing Zhou;Shusun Li;Zhongrong Chen","10.1063/1.3103647"
"retracted_fuzzy","corporates governance: a complementary model for multi frameworks tools","2018","Fekry Fouad","unavailable"
"retracted_fuzzy","real-time eye detection in multimedia environment","2017","Zepeng Wang;Luming Zhang","10.1007/s11042-017-5268-7"
"retracted_fuzzy","study relationship between beijing's living water demand and with simple partial least-squares regression","2009","Zhihong Zou;Yi Yun;Wei Zhang","10.1109/SSME.2009.140"
"retracted_fuzzy","tio2 nanoparticles’ effects on properties of concrete ground granulated blast furnace slag binder","2011","Ali Nazari;Shadi Riahi","10.1007/s11431-011-4421-1"
"retracted_fuzzy","using artificial intelligence technology solve the electronic health service processing the online case information","2021","Guoxiang Xu;Hao Jin","10.1155/2021/9637018"
"retracted_fuzzy","internet things in the management of chronic diseases during the pandemic: a systematic review","2022","Ahmadreza Shamsabadi;Zahra Pashaei;Amirali Karimi;Pegah Mirzapour;Kowsar Qaderi;Mahmoud Marhamati;Alireza Barzegary;Amirata Fakhfouri;Esmaeil Mehraeen;SeyedAhmad SeyedAlinaghi;Omid Dadras","10.1002/hsr2.557"
"retracted_fuzzy","sevoflurane-emergence agitation: effect of low-dose oral premedication in preschool children undergoing dentalsdurgery","2010","Ahmed M Khattab;Zeinab A El-Seify;Ashraf Shaaban;Dobrila Radojevic;Ivanka Jankovic","10.1097/EJA.0b013e328335b2ec"
"retracted_fuzzy","deep learning-based leaf region high-resolution super had ccd and isocell gw1 sensors","2023","Srinivas Talasila;Kirti Rawal;Gaurav Sethi","10.1155/2023/1085735"
"retracted_fuzzy","ultrasonic image restoration for prevention of nervous disorders during the recovery period of patients receiving anesthesia","2021","Gong Chen;Jinquan Yang;Qin Chen;Damin Liu","10.1155/2021/6124346"
"retracted_fuzzy","fuel-stop fault for diesel engine based on vibration intensity","2013","Jin Song Zhao;Hong Wen Ma;Xing Hui Zhang;Ming Zheng Liu","10.1109/QR2MSE.2013.6625947"
"retracted_fuzzy","preventive effects mandarin fruit peel hydroethanolic extract, hesperidin, quercetin on acetaminophen-induced hepatonephrotoxicity in wistar rats","2022","Doaa Nor Eldin;Hanaa I. Fahim;Heba Y. Ahmed;Mohamed A. Abdelgawad;Mohammed A. S. Abourehab;Osama M. Ahmed","10.1155/2022/7065845"
"retracted_fuzzy","aquachlorobis(1,10-phenanthroline) cobalt(ii) chloride thiourea solvate","2006","Hua Zhong;Xi Rui Zeng;Yin Qiu Liu;Qiu Yan Luo","10.1107/S1600536806041122"
"retracted_fuzzy","the effect of primary closure versus closure on postoperative wound pain in patients undergoing surgery: a meta-analysis","2024","Lina Zhang;Lei Li","10.1111/iwj.14753"
"retracted_fuzzy","silencing of b cell receptor signals in human b cells.","2002","Niklas Feldhahn;Ines Schwering;Sanggyu Lee;Maria Wartenberg;Florian Klein;Hui Wang;Guolin Zhou;San Ming Wang;Janet D Rowley;Jürgen Hescheler;Martin Krönke;Klaus Rajewsky;Ralf Küppers;Markus Müschen","10.1084/jem.20020881"
"retracted_fuzzy","application functional nanomaterials in aesthetic art and industrial design concept","2022","Da Gong;Zhenghang Li;Yuyan Song;Jiaheng Han","10.1155/2022/9334608"
"retracted_fuzzy","experimental of bone response to collagenized xenografts of porcine origin (osteobiol mp3): a radiological histomorphometric study","2011","Jose Luis Calvo-Guirado;Maria Piedad Ramírez Fernández;Bruno Negri;Rafael Arcesio Delgado Ruiz;José Eduardo Maté Sánchez de-Val;Gerardo Gómez-Moreno","10.1111/j.1708-8208.2011.00337.x"
"retracted_fuzzy","crime identification using fp-growth and multi objective swarm optimization","2017","Shivangee Agrawal;Vikas Sejwar","10.1109/ICOEI.2017.8300799"
"retracted_fuzzy","the effect of ulinastatin pre-treatment vecuronium-induced block in patients with hepatic cirrhosis","2002","Yuhji Saitoh;Koh Kaneda;Masahiro Murakawa","10.1046/j.0003-2409.2001.02468.x"
"retracted_fuzzy","epoxy resins toughened with modified epoxidized natural rubber fibers by one-step electrospinning","2017","Joo Ran Kim;Jung J Kim","10.3390/ma10050464"
"retracted_fuzzy","decongestants and antihistamines for acute otitis in children","2002","Cheryl A Flynn;Glenn Griffin;Fred Tudiver","10.1002/14651858.CD001727"
"retracted_fuzzy","long rna oip5-as1 promotes the progression of liver hepatocellular carcinoma via the hsa-mir-26a-3p/epha2 axis","2020","Yu Shui Ma;Kai Jian Chu;Chang- Chun Ling;Ting Miao Wu;Xu Chao Zhu;Ji Bin Liu;Fei Yu;Zhi Zhen Li;Jing Han Wang;Qing Xiang Gao;Bin Yi;Hui Min Wang;Li Peng Gu;Liu Li;Lin Lin Tian;Yi Shi;Xiao Qing Jiang;Da Fu;Xiong Wen Zheng","10.1016/j.omtn.2020.05.032"
"retracted_fuzzy","the outcome prolonged postoperative antibiotics on wound healing orthognathic surgery: a meta-analysis","2023","Ying Lu;Jian Li","10.1111/iwj.14104"
"retracted_fuzzy","sports auxiliary training based on computer digital video image processing","2022","Saisai Xu","10.1155/2022/2105790"
"retracted_fuzzy","tibial nerve to inhibit the micturition reflex an implantable wireless driver microstimulator in cats","2016","Xing Li;Li-Min Liao;Guo-Qing Chen;Zhao-Xia Wang;Tian-Ji Lu;Han Deng;Gerald-E Loeb","10.1097/MD.0000000000004537"
"retracted_fuzzy","attenuates ovarian cancer cell viability motility in vitro and carcinogenesis in vivo via p38 and erk1/2 pathways related vegfa","2020","Shuzhen Zhao;Xinlei Guan;Ruijie Hou;Xueying Zhang;Fang Guo;Zhifang Zhang;Caihong Hua","10.21037/atm-20-5586"
"retracted_fuzzy","network teaching resources construction and practice based on teacher-guidance & students-centered","2010","Huo Hongying;Deng Guoli","10.1109/EDT.2010.5496388"
"retracted_fuzzy","on adjacency metric dimension of families of graph","2022","Ali N A Koam;Ali Ahmad;Muhammad Azeem;Adnan Khalil;Muhammad Faisal Nadeem","10.1155/2022/6906316"
"retracted_fuzzy","optimization of chamical bath cdsse thin films","2023","M A Jafarov;E F Nasirov;V Mammadov;S A Jahangirova","10.15251/CL.2023.209.657"
"retracted_fuzzy","old yellow enzyme protects the actin cytoskeleton from stress","2004","Brian K Haarer;David C Amberg","10.1091/mbc.E04-06-0445"
"retracted_fuzzy","phyto-cover of landfill sites; a sustainable alternative to conventional clay","2011","Hossein Ghadiri;Pia Benaud;Margaret Greenway;Sam Yuen;Grant Zhu","10.1109/icbbe.2011.5781491"
"retracted_fuzzy","optimization of flight sequencing on airport based gene expression algorithm","2010","Weijun Pan;Lin Zhang;Tong Chen","10.1109/ICCSIT.2010.5564926"
"retracted_fuzzy","negative feedback loop between ezh2 and mir-101-1 contributes to mir-101 deregulation in hepatocellular","2015","Da Huang;Xiaobei Wang;Chunbo Zhuang;Wuhe Shi;Mu Liu;Qiming Tu;Detai Zhang;Lihua Hu","10.3892/or.2015.4467"
"retracted_fuzzy","safety, and prognosis of sequential therapy with tamoxifen letrozole versus letrozole monotherapy for breast carcinoma","2022","Xinli Lu;Cheng Qian","10.1155/2022/1979254"
"retracted_fuzzy","5g computing access node selection algorithm based on energy efficiency and delay","2022","Wenjian Hu;Siyan Guo;Liping He;Lin Wang;Yubao Yuan","10.1155/2022/4491961"
"retracted_fuzzy","neuromodulation of internal emergent representations sequential tasks","2017","Dongshu Wang;Junhao Wang;Lei Liu","10.1007/s10462-017-9585-z"
"retracted_fuzzy","dc motor simulation using ltspice","2020","J Linggarjati","10.1088/1755-1315/426/1/012137"
"retracted_fuzzy","statin blocks rho/rho-kinase and disrupts the actin cytoskeleton: relationship to enhancement lps-mediated nitric oxide synthesis in vascular smooth cells","2004","Tetsuya Kato;Hiroko Hashikabe;Chigusa Iwata;Kazumi Akimoto;Yoshiyuki Hattori","10.1016/j.bbadis.2004.04.006"
"retracted_fuzzy","perspectives on trace chemical safety and chemophobia: risk communication risk management","2019","Byung Mu Lee;Seok Kwon;Yun Mi Cho;Kyu Bong Kim;Kyungwon Seo;Choong Sik Min;Kyongeun Kim","10.1080/15287394.2019.1567972"
"retracted_fuzzy","estimation of uncertainty in flatness verification according to new gps standard system","2010","Liangrong Zhu","10.1109/ICCASM.2010.5620293"
"retracted_fuzzy","optimal design of garments for operations based on the finite difference method","2023","Jiang Hao Li;Hao Xu","10.1007/s10878-023-01077-8"
"retracted_fuzzy","on the application of traditional cultural symbols of landscape architecture modern design","2009","Chen Qi","10.1109/CAIDCD.2009.5375059"
"retracted_fuzzy","role of aminolevulinic acid synthase 1 in doxorubicin-induced oxidative stress to the","2020","Zuoyan Wang;Junyi Gao;Haobo Teng;Jianjun Peng","10.1007/s00210-019-01799-9"
"retracted_fuzzy","accessibility of urban nonprofit nursery services based on big data","2022","Yi Li;Xiaoli Deng;Shan Liao;Xiaoli Liang;Hongyan Wang;Hua Fang;Zhen Ai;Pei Chen;Xiangeng Zhang","10.1155/2022/9775524"
"retracted_fuzzy","stabilizability of infinite-dimensional systems by controls","2018","Jean Pierre Raymond","10.1515/cmam-2018-0031"
"retracted_fuzzy","improves nerve regeneration and repair of neurological deficit brain damage rats via microrna-490-5p/cdk1 axis","2021","Lingling Ding;Jiaqi Ning;Qi Wang;Bin Lu;Hai Ke","10.1016/j.lfs.2021.119111"
"retracted_fuzzy","stealth matters: a novel paradigm of durable allograft tolerance","2001","Judith M Thomas;William J Hubbard;Steven K Sooudi;Francis T Thomas","10.1034/j.1600-065x.2001.1830118.x"
"retracted_fuzzy","two new yb(iii)-based coordination polymers: structural and treatment effect femur fracture nonunion combined with prp and n-ha/pa66","2020","Yong Huang;Xiaoyu Wang;Jingzhe Wang;Dawei Wang;Zhenggang Bi","10.1080/24701556.2020.1762219"
"retracted_fuzzy","combination treatment of angiotensin-ii receptor blocker and angiotensin-converting-enzyme inhibitor in non-diabetic renal disease (cooperate): a trial","2003","Naoyuki Nakao;Ashio Yoshimura;Hiroyuki Morita;Masyuki Takeda;Tsuguo Kayano;Terukuni Ideura","10.1016/S0140-6736(03)12229-5"
"retracted_fuzzy","analysis optimization of the slide block of yqk-1250 hydraulic based on ansys","2011","Xiaoming Zuo;Liqiang Zhang;Pei Li","unavailable"
"retracted_fuzzy","optical handwritten character recognition for tamil language using cnn-vgg-16 with rf classifier","2023","N Pughazendi;M HariKrishnan;Rashmita Khilar;L Sharmila","10.1007/s11082-023-05211-y"
"retracted_fuzzy","monety brązowe w rzymskich dolnym dunajem w połowie iii wieku. studium obiegu [bronze in the roman provinces on the lower danube in the middle of 3rd century. studies on circulation]","2018","Jacek Rakoczy","unavailable"
"retracted_fuzzy","efficacy of mirtazapine for appetite loss and nausea of the cancer clinical in memorial sloan-kettering cancer center","2009","Yoshio Ito;Y Okubo;A Roth","unavailable"
"retracted_fuzzy","polioencephalomalacia secondary to in squirrel monkeys (saimiri sciureus)","2013","Sheila M Cummings Macri;Katherine Masek-Hammerman;Anne M Crowell;Melissa S Fenn;Susan V Westmoreland;Andrew D Miller","10.1177/0300985813498782"
"retracted_fuzzy","median concentration of two pesticides, diazinon and deltamethrin, on tra catfish pangasius hypophthalmus pangasiidae)","2013","Aliakbar Hedayati;Rezi Tarkhani;Ahmad Shadi;Toktam Bagheri;Mohammad Harsij;Mohsen Tajari","10.1177/0748233713475499"
"retracted_fuzzy","water hyacinth: a possible alternative rate retarding used in sustained release tablet design.","2014","Sabera Khatun;Kumar B Sutradhar","10.3389/fphar.2014.00137"
"retracted_fuzzy","language development in multilingual a study of russian language policy the early years of the soviet union","2024","Jumabayi Ayixiren;Ronghui Zhao","10.1007/s10936-024-10053-0"
"retracted_fuzzy","a measure study on quality improvement employment of college graduates","2010","Jian Li;Feng Xu;Xiuxi Wang;Fuhai Zhang","10.1109/OPEE.2010.5508047"
"retracted_fuzzy","investigation of bionano additives in red algae cyanidioschyzon merolae ultrasonified mgo/mwcnt catalyzed biodiesel in engine","2024","Arivalagan Pugazhendhi;S K Kamarudin;Arunachalam Chinnathambi;Sulaiman Ali Alharbi;Ramya G","10.1016/j.envres.2024.119352"
"retracted_fuzzy","processing of advanced for next-generation electronics and photonics - a review","2024","Avdhesh Kumar Sharma;A Somaiah;Ali kareem;Vishal Sharma;Anandhi R J;Ashish Parmar","10.1051/e3sconf/202450501025"
"retracted_fuzzy","design and application of english error correction system based on deep learning","2021","Chen Hongli","10.1155/2021/4920461"
"retracted_fuzzy","assessment of air pollution in voronezh by means of chemical analysis cover","2016","N G (Н Г) Mukhortov (Мухортов);Inessa Nikolaevna (Инесса Николаевна) Bolgova (Shelyakina) (Болгова (Шелякина))","Unavailable"
"retracted_fuzzy","synthesis and performance of two new amphiphilic ionic liquids for of oil emulsions","2023","Mahmood M S Abdullah;Hamad A Al-lohedan;Noorah A Faqihi","10.1021/acsomega.3c03246"
"retracted_fuzzy","herbal formula gapt prevents beta amyloid deposition induced ca protein kinase and 2+/calmodulin-dependent protein phosphatase 2b imbalance in appv717i mice","2016","Jing Shi;Xuekai Zhang;Long Yin;Mingqing Wei;Jingnian Ni;Ting Li;Pengwen Wang;Jinzhou Tian;Yongyan Wang","10.1186/s12906-016-1144-7"
"retracted_fuzzy","optimal operation of smart electrical network considering energy management of demand side","2025","Shavan Askar;Fatmazohra Saidoune;Dilsora Abduvalieva;G Ezhilarasan;Rishabh Thakur;Yashpal Yadav;Raj Kumar;Mohammed Hussen;Israa Abed Jawad;A M Ali","10.2516/stet/2024105"
"retracted_fuzzy","review algoritma c-theta prospek implementasinya di masa depan","2017","Nathanael Aldo Phillip","10.15408/jti.v10i2.6991"
"retracted_fuzzy","p53-induced rap2b positively regulates migration in cells exposed to deprivation","2015","Dong-Sheng Pei;Jie-Hui Di;Wen-Qi Du;Jun-Nian Zheng","10.1002/mc.22357"
"retracted_fuzzy","features optimization selection in hidden layers of deep learning based on graph","2023","Hefei Gao;Yifei Yuan;Wei Wang","10.1186/s13638-023-02292-x"
"retracted_fuzzy","organization based on space syntax for shared in central business district","2010","Ou Xinquan;Xue Xingjian;Xie Hui","10.1109/ICCSIT.2010.5563844"
"retracted_fuzzy","field-induced superconductivity in mos2","2014","Yijin Zhang;Jianting Ye;M Yoshida;Yoshifumi Saito;Yoshihiro Iwasa","10.1007/s10948-013-2422-y"
"retracted_fuzzy","dynamic 3-d visualization system of sea flow based on virtual reality in environment of internet of things","2024","Rui Li","10.1520/JTE20230038"
"retracted_fuzzy","coronary artery segmentation based on acma-net and unscented kalman algorithm","2024","Chuanqi Wen;Bao Li;Yang Yang;Yili Feng;Jincheng Liu;Liyuan Zhang;Yanping Zhang;Na Li;Jian Liu;Lihua Wang;Mingzi Zhang;Youjun Liu","10.1016/j.compbiomed.2024.108615"
"retracted_fuzzy","a stepwise-targeting for the treatment of cerebral ischemic stroke","2021","Jingbo Hu;Xueying Tan;Dongwei Wang;Yixuan Li;Hongze Liang;Jiejun Peng;Fengyan Li;Quan Zhou;Peiwu Geng;Shuanghu Wang;Yue Yu;Jin Liu","10.1186/s12951-021-01118-6"
"retracted_fuzzy","fabrication and electromagnetic characteristics of absorbers containing li0.35zn0.3fe2.35o4 micro-belts and carbon fibers","2013","Bin Zhao;Qilei Wang;Cunrui Zhang","10.1016/j.jmmm.2013.06.017"
"retracted_fuzzy","analysis of low voltage reactor optimal in 220kv regional grids","2011","Wei fang Zhai;Yong jun Zhang","10.1109/PEAM.2011.6134880"
"retracted_fuzzy","timonense sp. nov., a new bacterial species isolated from human stool sample","2019","Cheikh Ibrahima Lo;El Hadj Amadou Niang;Elodie Guilhot;Didier A Raoult;Pierre Édouard Fournier;Florence Fénollar","10.1016/j.nmni.2019.100575"
"retracted_fuzzy","based on virtual reality technology research innovation and of ceramic painting products","2022","Yong Jiang","10.1155/2022/4421769"
"retracted_fuzzy","polymethyl methacrylate-based microfluidic point-of-care testing of prothrombin time and international normalized ratio through detection","2022","Enas W. Abdulhay;Ruba E. Khnouf;Yahia M. Karain;Taqwa K. Al Omari;Nourshan M. Ebeid;Tamara H. Al Muhtaseb;N. Arunkumar;M. Thilagaraj;Gustavo Ramirez-Gonzalez","10.1155/2022/5975228"
"retracted_fuzzy","novel dynamic fuzzy decision-making framework covid-19 vaccine dose recipients","2022","O S Albahri;A A Zaidan;A S Albahri;H A Alsattar;Rawia Mohammed;Uwe Aickelin;Gang Kou;F M Jumaah;Mahmood M Salih;A H Alamoodi;B B Zaidan;Mamoun Alazab;Alhamzah Alnoor;Jameel R Al-Obaidi","10.1016/j.jare.2021.08.009"
"retracted_fuzzy","and professional mobility: the problem of conjugation","2015","Tamara Borisovna (Тамара Борисовна) Sergeeva (Сергеева)","10.17853/1994-5639-2015-8-81-96"
"retracted_fuzzy","efficient object analysis by leveraging deeply-trained object proposals model","2018","Bo Dai;Yiyang Yao;Wenjing Ye;Jing Zheng","10.1007/s11042-017-5390-6"
"retracted_fuzzy","salvage radiation therapy associated with decreased risk of metastases and death from cancer among patients with biochemical after radical prostatectomy","2014","Manuel Eisenberg;R Jeffrey Karnes;R Houston Thompson;Dharam Kaushik;Laureano Rangel;Eric Bergstralh;Stephen Boorjian","10.1016/j.juro.2014.02.2205"
"retracted_fuzzy","nut consumption with risk of hypertension and type 2 mellitus: a meta-analysis of prospective cohort","2013","Kai Guo;Yibo Jiang;Zhiwen Zhou;Yigng Li","10.1177/2047487313501120"
"retracted_fuzzy","mcdm approach einstein aggregation operators under bipolar linear diophantine fuzzy hypersoft set","2024","S Nithya Sri;J Vimala;Nasreen Kausar;Ebru Ozbilge;Emre Özbilge;Dragan Pamucar","10.1016/j.heliyon.2024.e29863"
"retracted_fuzzy","systemic delivery of synthetic microrna-451 an effective therapeutic strategy the treatment of lung cancer","2015","Baisong Lou;Xin Zhou","10.3892/ijmm.2015.2147"
"retracted_fuzzy","computer aided design and hand-drawn effect based on grid resource sharing cooperative algorithm","2024","Xiaohong Gu","10.3233/jifs-233701"
"retracted_fuzzy","isolation, characterization, effect of in vivo, a novel probiotic strain from pig feces","2013","Yasuhiro Ihara;Hideki Hyodo;Shin Sukegawa;Hiroshi Murakami;Fumiki Morimatsu","10.1111/asj.12020"
"retracted_fuzzy","k-zumkeller graphs through mycielski transformation","2024","M Kalaimathi;B J Balamurugan;Atulya K Nagar","10.3233/jifs-231095"
"retracted_fuzzy","marine ecological based on wireless sensor technology and the development of music education","2021","Lin Li","10.1007/s12517-021-08209-6"
"retracted_fuzzy","risks resulting from cooperation technologies in logistics","2010","Michael Hülsmann;Christoph Illigen;Benjamin Korsmeier;Philip Cordes","10.1109/ICAMS.2010.5553146"
"retracted_fuzzy","stimulation enhances the antilymphoma activity of anti-cd20 antibodies","2011","Holbrook E Kohrt;Roch Houot;Matthew J Goldstein;Kipp Weiskopf;Ash A Alizadeh;Josh Brody;Antonia Muller;Russell Pachynski;Debra Czerwinski;Steven Coutre;Mark P Chao;Lieping Chen;Thomas F Tedder;Ronald Levy","10.1182/blood-2010-08-301945"
"retracted_fuzzy","efficiency evaluation of the high-tech industry chain a two-stage envelopment analysis approach","2022","Jing Feng;Longlong Geng;Hui Liu;Xuehua Zhang","10.1007/s12063-022-00280-w"
"retracted_fuzzy","a robust and high-fidelity aerodynamic optimization design of aircraft with gradient-based method","2019","Li Li;Junqiang Bai;Xiaolong He;Feng Qu;Yixiong Yang;Shiwei Ma;Yu Zhang","10.1016/j.ast.2019.105338"
"retracted_fuzzy","design of manipulator based on two-dimensional feedback","2020","Wei Liu;Fengpeng Li;Yidong Wan;Cheng Jing;Xingxing Wang;M Helali","10.1007/s11370-020-00321-y"
"retracted_fuzzy","high-performance computing system and artificial in the visual application of intangible cultural heritage art design","2021","Xiaodan Peng","10.1007/s00779-021-01619-z"
"retracted_fuzzy","effects of tensile overload on fatigue crack in am60 magnesium alloys","2022","Sina Abbaszadeh Hashemi;Khalil Farhangdoost;Wenchen Ma;Danial Ghahremani Moghadam;Reza Masoudi Nejad;Filippo Berto","10.1016/j.tafmec.2022.103573"
"retracted_fuzzy","interval physical programming and its application evaluation of state in shield tunneling","2013","Xu Zhang;Wei Sun;Junzhou Huo;Jingxiu Ling","10.1109/QR2MSE.2013.6625541"
"retracted_fuzzy","anästhesie bei rauchern [anesthesia in smokers]","2014","Michael Heck;Michael Fresenius;Cornelius J Busch","10.1007/978-3-642-36942-1_38"
"retracted_fuzzy","sulphasalazine reduces induced changes in small intestinal permeability in man","1990","Anjan K Banerjee;R Sherwood;J A Rennie;Tim J Peters","10.1136/gut.31.5.a589"
"retracted_fuzzy","semantic-based classification of long texts higher education in china","2021","Chun Li;Yanying Fei","10.1155/2021/9237713"
"retracted_fuzzy","novel cul/tributyl phosphine catalyst for of aryl chlorides","2003","Nandkumar M Patil;Ashutosh A Kelkar;Zahid Nabi;Raghunath V Chaudhari","10.1039/B308034J"
"retracted_fuzzy","multiobjective differential evolution clustering algorithm based on multimedia information in working mechanism innovation chinese medicine","2022","Xiaoling Zhu;Hongsheng Cheng;Xu Zhang;Huaxu Zhu;Zhiguang Sun","10.1155/2022/4135439"
"retracted_fuzzy","the of legal culture for russian society","2015","Mikhail Valerievich (Михаил Валерьевич) Yakovlev (Яковлев)","Unavailable"
"retracted_fuzzy","of the power transformer winding hot spot temperature on-line detecting system","2011","Xiangzhong Qian;Shuai Mu;Deming Yu","10.1109/PEAM.2011.6134923"
"retracted_fuzzy","supprechangsses cancer stemness property induces apoptosis of osteosarcoma cells by disruption of the dnmt1/mir-34a/bcl-2 axis","2019","Xiao Liang;Chang Xu;Xiaocheng Cao;Wanchun Wang","10.2147/CMAR.S222708"
"retracted_fuzzy","automatic intelligent control system based on intelligent control","2022","Zishan Huang","10.1155/2022/3594256"
"retracted_fuzzy","genetic characterization of selected species of family solanaceae based on chloroplast rps14","2024","Sitara Bibi;Javed Iqbal;Banzeer Ahsan Abbasi;Sobia Kanwal;Tariq Mahmood;Muhammad Waseem;Dunia A Al Farraj;Mohamed S Elshikh;Rashid Iqbal","10.1007/s10722-024-02248-0"
"retracted_fuzzy","collocation method based on ontological semantic index and spatiotemporal feature clustering analysis","2020","Ming Hao Xu;Xiaofeng Zhang;Biyuan Hu","10.1177/0020720919897557"
"retracted_fuzzy","trade and direct investment in coastal and inland china: a dynamic analysis","2011","Yang Guohui;Sun Xia","10.1109/ICEBEG.2011.5881445"
"retracted_fuzzy","'allahu akbar' never a call to violence and destruction","2015","Thomas M Rosica","unavailable"
"retracted_fuzzy","an loci method for outlier in fuzzy datasets based on fractional distance metric and outlierness degree","2024","Mehdi Hajiloei;Alireza Fakharzadeh Jahromi;Somayeh Zolmani","10.3233/jifs-234448"
"retracted_fuzzy","change of water-physical properties of mountainous meadow-chernozem soils of republic of armenia under the of anthropogenic factor","2023","Samvel Kroyan;Suren Tovmasyan;Paruyr Efendyan;Anush Margaryan","10.1051/e3sconf/202342003003"
"retracted_fuzzy","clinical significance of down-regulated and cd27 expression in poor prognosis of esophageal squamous carcinoma","2020","Ting-ting Shan;Xuan Zhao;Zhen Zhang;Jing-pu Wang;Yi Zhang;Yang Yang;Song Zhao","10.2147/CMAR.S241377"
"retracted_fuzzy","screening of some algal adsorption of iron, copper and mercury from untreated textile effluent in kano, nigeria","2018","G Ado;L A Sani","10.4314/bajopas.v11i1.10"
"retracted_fuzzy","a 2-5ghz jitter 0.13 µm cmos pll using a dynamic current matching charge-pump a noise attenuating loop-filter [frequency application]","2004","Adrian Maxim","10.1109/CICC.2004.1358760"
"retracted_fuzzy","nanoindentation characteristics of in-situ cu–hf–ti–ag–ta bulk metallic glass composites","2005","Zan Bian;Hidemi Kato;Akihisa Inoue","10.2320/matertrans.46.798"
"retracted_fuzzy","formation of communities in the structure of a safe environment","2016","Elena Viktorovna (Елена Викторовна) Muravyova (Toguleva) (Муравьёва (Тогулева));Yulia Vladimirovna (Юлия Владимировна) Filina (Филина)","Unavailable"
"clean","Health care cost of gastritis-a cost of illness study","2020","N Nagappa; Naveen Sharma; Ajay Sharma; Krithi Krisnan; Alisiya M Thomas","10.18231/j.jpbs.2019.012"
"clean","Case studies: Propagation and planting materials","2016","Bhuwon Sthapit; Hugo Lamers; Ramanatha Rao; Arwen Bailey","10.4324/9781315758459-24"
"clean","A Case Study of a Nature-Based Approach to Carbon Sequestration in Aquatic Habitats as a Strategy to Mitigate Climate Change along the Egyptian Northern Lakes.","2024","Aya Emam Salah; Elham M. Ali; Tarek Temraz","10.21608/aels.2024.283493.1051"
"clean","HSR21-062: Real-World Study of BRCA1/2 Mutation (BRCA1/2mut) Testing Among Adult Patients (pts) With HER2− Advanced Breast Cancer (ABC) in the US","2021","Reshma Mahtani; Alex Niyazov; MPH Katie Lewis; Lucy Massey; A. Rider; Bhakti Arondekar; Michael P. Lux","10.6004/jnccn.2020.7760"
